Name	Num_Transcripts
ENSG00000272109	3
ENSG00000247121	13
ERAP2	11
LNPEP	5
LIX1-AS1	1
LIX1	2
RIOK2	7
ENSG00000286828	1
ENSG00000248758	1
ENSG00000251054	1
LINC01340	6
ENSG00000286953	1
LINC02234	4
LINC01846	2
RGMB	7
RGMB-AS1	8
ENSG00000279232	2
CHD1	12
CHD1-DT	4
LINC02113	1
ENSG00000249787	13
FAM174A-DT	3
FAM174A	3
ENSG00000250806	1
ST8SIA4	4
ENSG00000248261	1
SLCO4C1	1
SLCO6A1	9
ENSG00000249017	2
LINC00492	1
LINC00491	9
ENSG00000247402	1
ENSG00000286338	1
PAM	32
GIN1	7
PPIP5K2	17
ENSG00000248203	1
MACIR	3
ENSG00000250567	1
LINC02115	1
NUDT12	4
ENSG00000283462	7
LINC02163	5
ENSG00000251574	23
ENSG00000253776	1
ENSG00000253584	2
LINC01950	4
EFNA5	5
ENSG00000249959	3
FBXL17	4
ENSG00000286503	1
LINC01023	1
ENSG00000289260	1
FER	9
ENSG00000250383	1
ENSG00000286882	1
ENSG00000249476	2
PJA2	4
ENSG00000251367	1
ENSG00000248876	1
ENSG00000248440	1
MAN2A1-DT	1
MAN2A1	6
LINC01848	1
TMEM232	13
SLC25A46	8
ENSG00000248428	1
TSLP	3
ENSG00000253613	1
WDR36	4
CAMK4	13
ENSG00000288965	1
ENSG00000249318	1
ENSG00000248268	1
STARD4	12
STARD4-AS1	4
NREP	23
NREP-AS1	3
EPB41L4A	10
EPB41L4A-AS1	7
ENSG00000250882	1
ENSG00000251187	3
ENSG00000251076	1
EPB41L4A-DT	2
LINC02200	7
APC	10
ENSG00000258864	1
SRP19	12
REEP5	7
DCP2	9
MCC	10
ENSG00000232633	2
TSSK1B	1
YTHDC2	7
ENSG00000286839	1
KCNN2	11
ENSG00000246316	2
LINC01957	1
ENSG00000251132	1
ENSG00000250242	1
TRIM36	10
TRIM36-IT1	1
ENSG00000249791	1
PGGT1B	5
ENSG00000271797	1
CCDC112	7
ENSG00000289497	1
FEM1C	1
TICAM2	2
TMED7-TICAM2	3
TICAM2-AS1	4
TMED7	3
ENSG00000249021	1
ENSG00000248709	3
CDO1	4
ATG12	13
AP3S1	8
LINCADL	1
LVRN	9
ARL14EPL	2
ENSG00000272265	1
ENSG00000271918	1
COMMD10	7
ENSG00000250015	1
SEMA6A	15
SEMA6A-AS1	6
SEMA6A-AS2	5
LINC02214	1
ENSG00000249150	2
ENSG00000250949	1
ENSG00000285809	1
LINC00992	2
LINC02147	6
LINC02208	15
LINC02148	1
LINC02216	1
ENSG00000286745	1
LINC02215	1
ENSG00000249426	1
DTWD2	4
DMXL1-DT	3
DMXL1	15
TNFAIP8	7
HSD17B4	52
FAM170A	5
ENSG00000251293	1
ENSG00000261036	2
PRR16	5
ENSG00000248927	1
ENSG00000229855	11
FTMT	1
SRFBP1	2
LOX	6
ENSG00000247311	2
ZNF474	3
ENSG00000250803	4
ZNF474-AS1	1
ENSG00000272139	1
SNCAIP	19
ENSG00000249621	1
ENSG00000289054	1
ENSG00000249916	1
MGC32805	6
LINC02201	7
SNX2	13
ENSG00000260686	1
SNX24	12
PPIC	2
PPIC-AS1	1
PRDM6-AS1	2
PRDM6	4
CEP120	23
ENSG00000288766	1
CSNK1G3	10
ENSG00000288890	1
LINC01170	5
ENSG00000251421	1
ENSG00000248600	2
ENSG00000251214	1
ENSG00000250438	1
ENSG00000248296	1
ENSG00000289458	1
ZNF608	10
ENSG00000249112	1
ENSG00000251456	1
LINC02240	10
ENSG00000248443	1
ENSG00000249261	1
ENSG00000288008	1
ENSG00000248752	4
ENSG00000250402	1
ENSG00000286111	1
LINC02039	2
GRAMD2B	19
ENSG00000250602	4
ALDH7A1	37
PHAX	5
TEX43	2
LMNB1-DT	1
LMNB1	8
MARCHF3	5
C5orf63	9
ENSG00000283897	5
ENSG00000286615	7
MEGF10	10
ENSG00000271766	1
PRRC1	6
ENSG00000282925	1
CTXN3	4
ENSG00000248799	1
CCDC192	3
ENSG00000250603	1
SLC12A2-DT	32
SLC12A2	8
FBN2	7
SLC27A6	4
ENSG00000248634	1
ISOC1	2
ENSG00000286274	1
ADAMTS19-AS1	2
ADAMTS19	4
ENSG00000251680	6
MINAR2	1
CHSY3	2
ENSG00000287390	1
HINT1	15
LYRM7	4
CDC42SE2	12
RAPGEF6	16
ENSG00000273217	1
FNIP1	5
MEIKIN	5
ENSG00000281938	2
ENSG00000234758	1
ACSL6	34
ACSL6-AS1	1
ENSG00000231585	1
IL3	1
CSF2	1
ENSG00000224015	1
P4HA2-AS1	1
P4HA2	21
PDLIM4	7
SLC22A4	3
MIR3936HG	8
SLC22A5	22
IRF1-AS1	7
ENSG00000283782	5
LINC02863	2
IRF1	50
IL5	3
RAD50	16
TH2LCRR	4
IL13	5
IL4	4
ENSG00000230612	4
KIF3A	8
CCNI2	4
SEPTIN8	16
SOWAHA	1
ENSG00000272203	1
SHROOM1	8
GDF9	8
UQCRQ	6
LEAP2	3
AFF4	9
AFF4-DT	1
ZCCHC10	10
ENSG00000287054	1
ENSG00000286408	1
HSPA4	3
ENSG00000251616	1
ENSG00000248245	2
FSTL4	7
ENSG00000288758	1
ENSG00000249478	2
ENSG00000250244	2
ENSG00000250409	1
WSPAR	1
C5orf15	3
VDAC1	7
ENSG00000271737	1
TCF7	24
SKP1	13
ENSG00000272772	1
PPP2CA	6
ENSG00000273345	2
PPP2CA-DT	1
CDKL3	10
UBE2B	8
ENSG00000248559	1
CDKN2AIPNL	2
ENSG00000250564	2
ENSG00000250994	3
LINC01843	1
JADE2	17
SAR1B	11
SEC24A	3
CAMLG	9
DDX46	12
C5orf24	6
TXNDC15	10
PCBD2	4
CATSPER3	2
PITX1	6
PITX1-AS1	6
ENSG00000277619	1
EPIST	2
ENSG00000248753	1
ENSG00000248482	1
LINC02900	2
MACROH2A1	22
ENSG00000270021	1
DCANP1	1
TIFAB	1
ENSG00000249639	1
NEUROG1	1
ENSG00000250167	2
CXCL14	2
SLC25A48	11
SLC25A48-AS1	1
ENSG00000250378	7
IL9	1
ENSG00000254239	1
ENSG00000253927	1
LECT2	5
TGFBI	15
SMAD5-AS1	1
SMAD5	12
SMIM32	1
TRPC7	7
TRPC7-AS1	1
TRPC7-AS2	1
ENSG00000279240	1
ENSG00000249803	9
ENSG00000250284	4
SPOCK1	11
KLHL3	14
HNRNPA0	1
ENSG00000270697	1
PKD2L2-DT	5
MYOT	8
PKD2L2	7
FAM13B	12
FAM13B-AS1	1
ENSG00000250260	1
WNT8A	4
NME5	6
BRD8	26
KIF20A	7
CDC23	9
GFRA3	2
CDC25C	9
FAM53C	11
ENSG00000249971	1
KDM3B	9
REEP2	10
ENSG00000289267	1
EGR1	1
ETF1	9
ENSG00000289155	1
HSPA9	23
CTNNA1	44
CTNNA1-AS1	1
LRRTM2	4
SIL1	15
ENSG00000249593	4
MATR3	11
SNHG4	9
MATR3	27
PAIP2	8
ENSG00000272742	1
SLC23A1	7
MZB1	8
PROB1	1
SPATA24	7
DNAJC18	12
ENSG00000279686	1
ECSCR	1
SMIM33	1
STING1	23
ENSG00000286403	1
UBE2D2	8
ENSG00000272255	1
CXXC5	16
CXXC5-AS1	1
ENSG00000249526	1
PSD2-AS1	4
ENSG00000251387	1
ENSG00000271792	1
PSD2	2
NRG2	9
ENSG00000250692	1
MALINC1	17
PURA	5
IGIP	1
ENSG00000254363	2
CYSTM1	5
ENSG00000250069	1
PFDN1	7
HBEGF	3
ENSG00000253965	2
SLC4A9	6
ANKHD1-DT	7
ANKHD1	21
ANKHD1-EIF4EBP3	3
SRA1	6
EIF4EBP3	1
APBB3	21
ENSG00000283155	2
SLC35A4	4
CD14	4
NDUFA2	4
TMCO6	14
IK	10
WDR55	5
DND1	1
HARS1	30
HARS2	20
ZMAT2	3
ENSG00000279726	4
PCDHA1	3
PCDHA2	3
PCDHA3	2
PCDHA4	5
PCDHA5	3
PCDHA6	3
PCDHA7	2
PCDHA8	2
PCDHA9	2
ENSG00000278907	1
PCDHA10	4
ENSG00000278946	1
PCDHA11	3
PCDHA12	3
ENSG00000278915	1
ENSG00000278901	1
PCDHA13	3
PCDHAC1	2
ENSG00000279028	1
PCDHAC2	5
ENSG00000288892	1
ENSG00000279047	6
PCDHB1	1
ENSG00000279558	1
PCDHB2	5
ENSG00000272154	5
PCDHB3	2
ENSG00000272108	1
PCDHB4	2
PCDHB5	2
ENSG00000280029	6
PCDHB6	2
ENSG00000280336	1
PCDHB7	1
PCDHB8	1
ENSG00000279472	1
PCDHB16	2
ENSG00000279068	2
ENSG00000278936	2
PCDHB9	3
ENSG00000279375	1
PCDHB10	1
PCDHB11	2
PCDHB12	3
PCDHB13	1
PCDHB14	2
ENSG00000279983	1
PCDHB15	2
TAF7	4
SLC25A2	1
ENSG00000288095	1
ENSG00000272070	6
PCDHGA1	2
PCDHGA2	2
PCDHGA3	3
PCDHGB1	2
ENSG00000280026	1
PCDHGA4	2
PCDHGB2	2
PCDHGA5	2
PCDHGB3	2
PCDHGA6	2
PCDHGA7	2
PCDHGB4	2
PCDHGA8	2
PCDHGB5	2
PCDHGA9	2
PCDHGB6	2
PCDHGA10	2
PCDHGB7	2
PCDHGA11	3
ENSG00000279855	1
PCDHGA12	2
ENSG00000273557	1
PCDHGC3	8
PCDHGC4	4
PCDHGC5	2
DIAPH1	15
DIAPH1-AS1	1
ENSG00000228737	1
HDAC3	16
RELL2	7
FCHSD1	10
ARAP3	7
ENSG00000289478	1
ENSG00000286736	1
ENSG00000287527	2
ENSG00000278925	1
PCDH1	8
ENSG00000287726	2
DELE1	7
PCDH12	3
ENSG00000271871	1
RNF14	16
ENSG00000254099	1
GNPDA1	13
NDFIP1	4
ENSG00000289306	1
SPRY4	6
SPRY4-AS1	7
FGF1	16
ENSG00000261757	1
LINC01844	25
ENSG00000287203	1
ARHGAP26	23
ARHGAP26-AS1	3
ARHGAP26-IT1	1
NR3C1	17
ENSG00000249429	1
ENSG00000251205	5
ENSG00000249881	1
HMHB1	1
YIPF5	6
KCTD16	2
ENSG00000249605	1
ENSG00000285605	1
ENSG00000251031	2
ENSG00000250842	1
ENSG00000248125	5
PRELID2	10
GRXCR2	2
SH3RF2	7
PLAC8L1	2
ENSG00000251556	1
LARS1	32
ENSG00000275740	1
RBM27	2
ENSG00000250025	2
POU4F3	1
ENSG00000271724	1
ENSG00000248842	1
TCERG1	17
GPR151	1
ENSG00000250407	1
PPP2R2B	21
PPP2R2B-IT1	1
ENSG00000286468	1
STK32A-AS1	1
STK32A	10
DPYSL3	9
ENSG00000272239	1
JAKMIP2-AS1	6
JAKMIP2	6
ENSG00000287630	1
SPINK1	3
SCGB3A2	4
ENSG00000288774	1
C5orf46	3
ENSG00000248362	1
ENSG00000251320	1
SPINK5	9
FBXO38-DT	15
SPINK14	2
SPINK6	3
MARCOL	4
SPINK13	3
SPINK7	6
SPINK9	2
FBXO38	20
ENSG00000251330	1
HTR4	13
ENSG00000253297	1
ADRB2	1
ENSG00000289430	1
SH3TC2	21
ENSG00000272411	1
SH3TC2-DT	8
ABLIM3	12
ENSG00000248647	2
ENSG00000253406	1
AFAP1L1	6
ENSG00000285736	1
GRPEL2	4
GRPEL2-AS1	1
PCYOX1L	7
IL17B	3
ENSG00000253865	1
CARMN	24
ENSG00000275871	1
CSNK1A1	17
ENSG00000230551	1
ARHGEF37	3
ENSG00000287323	1
PPARGC1B	7
PDE6A	4
SLC26A2	4
TIGD6	3
HMGXB3	6
CSF1R	10
PDGFRB	11
CDX1	1
SLC6A7	3
CAMK2A	23
ARSI	3
TCOF1	20
CD74	12
ENSG00000286331	1
RPS14	8
NDST1-AS1	1
NDST1	9
SYNPO	5
ENSG00000253852	1
ENSG00000286657	1
MYOZ3	9
MYOZ3-AS1	1
RBM22	8
DCTN4	15
SMIM3	2
IRGM	3
ZNF300	5
GPX3	9
TNIP1	21
ANXA6	15
ENSG00000254298	1
CCDC69	8
GM2A	3
SLC36A3	3
SLC36A2	6
SLC36A1	11
FAT2	2
ENSG00000271795	1
ENSG00000288081	1
ENSG00000260581	1
SPARC	9
CLMAT3	3
ENSG00000272112	1
ATOX1	7
ATOX1-AS1	1
ENSG00000275765	1
G3BP1	78
GLRA1	4
LINC01933	6
ENSG00000286749	2
NMUR2	2
LINC01470	9
GRIA1	13
LINC01861	1
ENSG00000261382	1
FAM114A2	17
MFAP3	14
GALNT10	10
SAP30L-AS1	7
ENSG00000287695	1
SAP30L	9
HAND1	1
ENSG00000254293	2
LARP1	20
FAXDC2	16
CNOT8	25
GEMIN5	3
MRPL22	7
KIF4B	1
ENSG00000287963	4
SGCD	4
ENSG00000286690	1
ENSG00000254163	1
PPP1R2B	1
TIMD4	3
HAVCR1	6
HAVCR2	12
ENSG00000254246	1
MED7	3
ITK	10
FAM71B	1
ENSG00000253980	1
ENSG00000253653	1
CYFIP2	24
ENSG00000285868	1
FNDC9	2
NIPAL4-DT	1
ENSG00000248544	2
ADAM19	5
NIPAL4	5
ENSG00000253519	1
SOX30	3
C5orf52	1
THG1L	3
LSM11	1
CLINT1	10
ENSG00000253792	1
ENSG00000253673	1
ENSG00000253449	1
ENSG00000253424	1
ENSG00000253134	1
LINC02227	1
ENSG00000254350	1
ENSG00000272085	1
ENSG00000254135	7
EBF1	11
ENSG00000253811	1
ENSG00000253456	1
LINC02202	10
RNF145	12
ENSG00000253256	1
LINC01932	1
ENSG00000288764	1
UBLCP1	3
ENSG00000249738	11
IL12B	4
LINC01845	2
ENSG00000283413	1
LINC01847	4
ADRA1B	3
TTC1	20
PWWP2A	6
FABP6	4
FABP6-AS1	2
CCNJL	11
C1QTNF2	2
ZBED8	2
SLU7	9
PTTG1	7
MIR3142HG	2
ATP10B	12
ENSG00000253687	1
ENSG00000254391	1
LINC02159	2
GABRB2	18
GABRA6	9
ENSG00000253403	1
GABRA1	20
LINC01202	1
GABRG2	29
ENSG00000254186	11
CCNG1	13
NUDCD2	4
HMMR	8
HMMR-AS1	2
MAT2B	33
ENSG00000285590	1
ENSG00000253331	1
ENSG00000253538	1
ENSG00000241956	27
LINC02143	1
ENSG00000285549	1
LINC01938	9
ENSG00000253693	1
ENSG00000254171	1
LINC01947	1
TENM2	15
ENSG00000253713	1
ENSG00000253469	1
ENSG00000254365	1
ENSG00000254297	1
ENSG00000253527	1
ENSG00000289264	1
ENSG00000254187	1
ENSG00000253357	1
ENSG00000253660	1
ENSG00000253947	1
ENSG00000253925	1
CTB-178M22.2	2
WWC1	16
RARS1	10
FBLL1	1
PANK3	3
ENSG00000254192	1
SLIT3	8
SLIT3-AS2	3
ENSG00000248965	1
SLIT3-AS1	10
ENSG00000288912	1
SPDL1	16
DOCK2	18
ENSG00000253269	1
ENSG00000289702	1
INSYN2B	2
FOXI1	2
LINC01187	2
C5orf58	6
LCP2	9
ENSG00000288615	1
LINC01366	9
ENSG00000250274	1
KCNIP1	10
KCNMB1	2
KCNIP1-OT1	1
ENSG00000253858	1
KCNIP1-AS1	2
ENSG00000253348	3
GABRP	10
RANBP17	22
ENSG00000275038	1
TLX3	1
NPM1	33
FGF18	1
ENSG00000285914	1
ENSG00000253110	1
SMIM23	4
FBXW11	12
ENSG00000288799	1
STK10	16
EFCAB9	1
UBTD2	1
SH3PXD2B	5
ENSG00000287814	1
LINC01944	2
NEURL1B	3
ENSG00000253445	1
ENSG00000253295	2
ENSG00000253736	4
DUSP1	1
ENSG00000289170	1
ENSG00000288737	1
ENSG00000253628	3
ERGIC1	30
ENSG00000204758	4
ENSG00000254295	1
RPL26L1	6
ATP6V0E1	4
CREBRF	6
ENSG00000253172	1
BNIP1	5
NKX2-5	4
ENSG00000289493	1
STC2	5
ENSG00000253968	6
ENSG00000253141	3
ENSG00000253768	1
ENSG00000254164	1
ENSG00000253955	5
BOD1	7
LINC01863	1
LINC01942	1
LINC01484	9
ENSG00000287003	1
LINC01485	8
CPEB4	13
ENSG00000289085	1
C5orf47	2
NSG2	9
ENSG00000253244	1
ENSG00000253447	4
ENSG00000254011	1
ENSG00000249722	1
LINC01411	9
ENSG00000250256	1
MSX2	2
ENSG00000251670	1
ENSG00000251144	1
LINC01951	1
ENSG00000249403	1
DRD1	1
ENSG00000286350	1
SFXN1	12
HRH2	3
CPLX2	10
ENSG00000250820	1
THOC3	12
THOC3-AS1	4
ENSG00000250992	3
ENSG00000248469	1
FAM153B	15
ENSG00000285476	1
ENSG00000251458	1
ENSG00000248596	1
ENSG00000287579	3
ENSG00000283235	5
SIMC1	11
KIAA1191	13
ENSG00000250909	1
ENSG00000251414	1
ARL10	4
NOP16	10
HIGD2A	1
CLTB	7
FAF2	6
RNF44	8
CDHR2	7
GPRIN1	1
SNCB	6
EIF4E1B	9
TSPAN17	9
ENSG00000248484	1
ENSG00000251446	1
LINC01574	1
UNC5A	3
HK3	6
UIMC1	14
ZNF346	10
ZNF346-IT1	1
FGFR4	16
NSD1	26
ENSG00000286634	1
RAB24	9
MXD3	9
PRELID1	8
LMAN2	11
RGS14	13
SLC34A1	5
PFN3	1
F12	12
GRK6	11
PRR7-AS1	4
PRR7	4
DBN1	11
PDLIM7	16
PDLIM7-AS1	1
DOK3	13
DDX41	23
FAM193B	19
FAM193B-DT	1
TMED9	6
B4GALT7	8
ENSG00000247679	3
ENSG00000249849	1
FAM153A	23
ENSG00000249109	1
ENSG00000248943	1
ENSG00000249186	4
ENSG00000250101	1
ENSG00000249684	5
ENSG00000280207	1
PROP1	1
FAM153CP	50
N4BP3	1
RMND5B	12
NHP2	6
GMCL2	1
ENSG00000289390	1
HNRNPAB	8
PHYKPL	18
COL23A1	9
ENSG00000253698	1
ENSG00000245688	1
CLK4	13
ENSG00000286713	1
MSANTD5	1
ENSG00000285978	1
ZNF354A	3
ZNF354B	4
ZFP2	5
ZNF454-DT	1
ZNF454	3
ENSG00000254035	1
GRM6	6
ZNF879	4
ZNF354C	1
ADAMTS2	5
ENSG00000253979	1
ENSG00000253163	1
ENSG00000250674	1
ENSG00000253652	1
RUFY1	14
RUFY1-AS1	1
HNRNPH1	50
C5orf60	8
ENSG00000250999	4
CBY3	1
CANX	47
MAML1	3
LTC4S	8
MGAT4B	23
SQSTM1	16
MRNIP	24
ENSG00000245317	1
TBC1D9B	20
RNF130	8
ENSG00000249412	1
ENSG00000285865	1
RASGEF1C	7
MAPK9	13
ENSG00000248367	3
GFPT2	8
ENSG00000250509	2
CNOT6	7
SCGB3A1	2
FLT4	12
LINC02222	1
OR2Y1	1
MGAT1	25
HEIH	5
LINC00847	22
ENSG00000286128	2
ZFP62	7
BTNL8	11
BTNL3	1
BTNL9	10
OR2V1	4
OR2V2	2
LINC01962	3
ENSG00000250222	4
TRIM7	7
TRIM7-AS1	6
ENSG00000248514	1
ENSG00000286644	1
TRIM41	9
ENSG00000247049	1
RACK1	35
CTC-338M12.4	5
TRIM52	10
TRIM52-AS1	5
ENSG00000286310	1
ENSG00000248103	1
ENSG00000238035	3
SEPTIN14P5	1
OR4F3	1
ENSG00000263667	3
ENSG00000285578	1
ENSG00000205653	2
ENSG00000287265	1
DUSP22	16
IRF4	8
ENSG00000286364	1
EXOC2	3
ENSG00000230433	1
HUS1B	1
ENSG00000271727	3
ENSG00000272463	1
ENSG00000287293	1
ENSG00000271911	1
ENSG00000272485	1
ENSG00000276687	1
LINC01622	8
ENSG00000270937	1
ENSG00000176515	1
ENSG00000286324	1
FOXQ1	1
LINC01394	1
FOXF2-DT	1
FOXF2	1
ENSG00000272279	1
FOXCUT	4
FOXC1	1
GMDS	10
ENSG00000285603	1
GMDS-DT	35
ENSG00000286512	1
ENSG00000272465	1
ENSG00000287903	2
LINC02521	2
LINC01600	5
MYLK4	2
WRNIP1	5
SERPINB1	5
SERPINB9P1	14
SERPINB9	1
ENSG00000228365	1
SERPINB6	25
LINC01011	4
NQO2	9
NQO2-AS1	5
ENSG00000288612	2
ENSG00000229282	1
RIPK1	19
ENSG00000272277	1
BPHL	12
ENSG00000228170	1
TUBB2A	6
LINC02525	3
TUBB2B	5
ENSG00000288840	1
PSMG4	10
SLC22A23	12
ENSG00000272320	1
ENSG00000228793	37
PXDC1	4
ENSG00000270504	1
ENSG00000238158	2
ENSG00000233068	3
FAM50B	2
ENSG00000260604	1
ENSG00000288904	1
ENSG00000272248	1
ENSG00000230648	1
PRPF4B	9
FAM217A	8
ECI2	11
ENSG00000254821	1
ECI2-DT	1
ENSG00000237716	1
ENSG00000285424	1
ENSG00000231811	5
ENSG00000287761	1
ENSG00000285694	1
LINC02533	3
ENSG00000260673	1
ENSG00000205444	1
CDYL	9
ENSG00000284823	1
CDYL-AS1	1
RPP40	7
ENSG00000272142	19
ENSG00000271978	1
ENSG00000288548	1
PPP1R3G	1
LYRM4	9
FARS2	5
ENSG00000269985	3
ENSG00000270174	1
ENSG00000233064	1
NRN1	4
F13A1	6
LY86-AS1	12
ENSG00000285717	1
LY86	2
ENSG00000261211	3
ENSG00000226281	11
ENSG00000287497	1
ENSG00000288046	1
ENSG00000224532	1
ENSG00000288860	1
ENSG00000223342	1
ENSG00000203498	1
RREB1	9
ENSG00000225092	1
ENSG00000285771	1
SSR1	11
ENSG00000238221	1
CAGE1	9
RIOK1	5
ENSG00000261189	5
DSP	7
SNRNP48	3
BMP6	1
TXNDC5	5
BLOC1S5-TXNDC5	1
BLOC1S5	6
EEF1E1-BLOC1S5	1
EEF1E1	6
ENSG00000232234	10
ENSG00000285216	1
ENSG00000234763	5
SLC35B3	5
HULC	116
ENSG00000225775	1
TFAP2A	19
TFAP2A-AS2	1
TFAP2A-AS1	2
ENSG00000228478	1
ENSG00000285759	1
LINC00518	8
MIR5689HG	2
LINC02522	1
GCNT2	16
ENSG00000237685	1
ENSG00000285763	1
C6orf52	6
PAK1IP1	1
TMEM14C	5
TMEM14B-DT	3
TMEM14B	20
ENSG00000272162	1
MAK	7
GCM2	1
ENSG00000235051	1
SYCP2L	7
ELOVL2	1
ELOVL2-AS1	9
SMIM13	2
ERVFRD-1	2
ENSG00000247925	1
NEDD9	16
ENSG00000287920	1
ENSG00000242753	2
ENSG00000233656	6
TMEM170B	1
ENSG00000271897	1
ADTRP	10
ENSG00000287593	2
ENSG00000234427	1
ENSG00000225102	1
ENSG00000229896	2
HIVEP1	9
EDN1	1
LINC02530	1
PHACTR1	27
ENSG00000215022	5
TBC1D7	21
ENSG00000272379	1
ENSG00000289257	1
GFOD1	6
GFOD1-AS1	1
SIRT5	24
ENSG00000261071	1
NOL7	3
RANBP9	2
ENSG00000286316	1
MCUR1	3
ENSG00000272209	1
RNF182	8
ENSG00000233981	1
CD83	2
ENSG00000285639	1
ENSG00000286281	1
ENSG00000230631	1
LINC01108	2
ENSG00000237346	1
ENSG00000234540	1
ENSG00000286277	1
ENSG00000229646	1
ENSG00000234261	8
JARID2-DT	1
JARID2	3
JARID2-AS1	1
DTNBP1	12
ENSG00000287626	1
LINC02543	1
MYLIP	2
GMPR	4
ENSG00000282024	2
ATXN1	15
ENSG00000288708	1
ATXN1-AS1	10
ENSG00000272341	1
ENSG00000287347	1
ENSG00000286631	1
ENSG00000287359	1
STMND1	3
ENSG00000287559	1
ENSG00000288812	1
RBM24	8
CAP2	7
ENSG00000286885	4
FAM8A1	7
NUP153	3
NUP153-AS1	1
KIF13A	13
NHLRC1	1
TPMT	1
KDM1B	5
DEK	12
ENSG00000289097	1
RNF144B	2
MIR548A1HG	3
ENSG00000231662	1
LNC-LBCS	32
ID4	1
ENSG00000287138	1
MBOAT1	1
ENSG00000227803	1
ENSG00000287614	1
ENSG00000286590	1
ENSG00000287483	2
E2F3	2
E2F3-IT1	1
CDKAL1	4
ENSG00000233848	1
ENSG00000287404	1
ENSG00000227089	1
ENSG00000286368	1
LINC00581	2
ENSG00000231754	6
ENSG00000283480	1
SOX4	1
CASC15	113
NBAT1	1
PRL	4
HDGFL1	1
ENSG00000228772	1
ENSG00000286954	1
ENSG00000233358	1
ENSG00000235743	2
ENSG00000289368	1
NRSN1	7
DCDC2	3
KAAG1	1
MRS2	6
GPLD1	6
ALDH5A1	10
KIAA0319	5
TDP2	5
ACOT13	3
ENSG00000272345	1
C6orf62	2
ENSG00000272402	1
ENSG00000288851	1
LINC02828	4
GMNN	7
ARMH2	1
ENSG00000282804	1
RIPOR2	17
ENSG00000288887	1
ENSG00000286633	1
ENSG00000229313	1
ENSG00000223623	1
ENSG00000285801	1
CARMIL1	5
ENSG00000286933	1
SCGN	3
H2AC1	1
H2BC1	1
SLC17A4	3
SLC17A1	4
SLC17A3	10
SLC17A2	3
TRIM38	1
ENSG00000272558	1
ENSG00000272462	10
ENSG00000272810	1
H1-1	1
H3C1	1
H4C1	1
H4C2	1
H3C2	1
H2AC4	1
H2BC3	1
H3C3	1
H1-2	1
HFE	14
H4C3	1
H1-6	1
H2BC4	2
H2AC6	3
H1-4	1
ENSG00000289117	1
H2BC5	2
ENSG00000283064	1
H2BC6	2
H4C4	1
ENSG00000282988	3
H3C4	1
H2AC7	1
H2BC7	1
H4C5	1
H2BC8	1
H2AC8	1
H3C6	2
H1-3	1
H4C6	1
H4C7	1
H3C7	1
H2BC9	1
H3C8	1
H2BC10	1
H4C8	3
ENSG00000289447	1
ENSG00000287050	1
BTN3A2	19
BTN2A2	16
BTN3A1	11
BTN3A3	15
BTN2A1	7
BTN1A1	2
HCG11	1
HMGN4	2
ENSG00000284607	1
ABT1	1
ENSG00000275846	2
ZNF322	8
ENSG00000285571	1
ENSG00000261584	1
LINC00240	17
ENSG00000272312	1
ENSG00000287966	1
ENSG00000272468	1
H2BC11	3
H2AC11	1
H4C9	1
H2BC12	1
H2AC12	1
PRSS16	20
POM121L2	2
ZNF391	4
ENSG00000271755	1
ZNF184	3
ENSG00000285849	1
ENSG00000286652	1
ENSG00000285703	1
ENSG00000287674	1
LINC01012	17
ENSG00000287252	3
H2BC13	1
H2AC13	1
H3C10	2
H2AC14	1
H2BC14	1
H4C11	1
H4C12	1
H2AC15	1
H2BC15	3
H2AC16	1
H1-5	1
H3C11	1
H4C13	1
H3C12	2
H2AC17	1
H2BC17	1
OR2B2	1
OR2B6	1
ZSCAN16-AS1	6
ENSG00000272009	1
ZNF165	2
ZSCAN16	2
ENSG00000261839	1
ZKSCAN8	4
ZKSCAN8P1	4
ZSCAN9	9
ZKSCAN4	1
NKAPL	1
ZSCAN26	7
ENSG00000276302	1
PGBD1	2
ZSCAN31	19
ENSG00000289467	1
ZKSCAN3	3
ZSCAN12	3
ZSCAN23	3
ENSG00000287804	2
ENSG00000286819	2
GPX6	3
GPX5	4
ZBED9	5
ZBED9-AS1	1
ENSG00000287279	2
LINC00533	1
ENSG00000225173	1
LINC01623	3
HCG14	1
TRIM27	7
LINC01556	1
HCG15	1
ENSG00000244349	1
ZNF311	2
ENSG00000277661	3
OR2W1	1
OR2B3	1
OR2J1	2
OR2J3	3
ENSG00000227206	1
ENSG00000284656	1
OR2J2	2
OR14J1	2
OR5V1	2
OR12D3	1
OR12D2	2
OR11A1	3
OR10C1	2
OR2H1	7
ENSG00000289203	1
MAS1L	1
LINC02829	2
LINC01015	5
OR2I1P	3
UBD	1
GABBR1	20
OR2H2	2
MOG	19
ZFP57	2
HLA-F	15
HLA-F-AS1	3
ENSG00000272236	1
ENSG00000285761	1
HLA-G	7
HCP5B	1
HLA-A	9
HCG9	2
POLR1H	6
PPP1R11	6
RNF39	2
TRIM31	7
TRIM31-AS1	1
TRIM40	4
TRIM10	2
TRIM15	4
TRIM26	8
HCG17	2
HCG18	41
TRIM39	11
TRIM39-RPP21	1
RPP21	9
ENSG00000286301	1
ENSG00000288805	1
HLA-E	3
LINC02569	1
GNL1	5
PRR3	6
ABCF1	7
PPP1R10	7
MRPS18B	4
ATAT1	11
C6orf136	14
DHX16	4
